DadDoB,DadUnicode,ChdUniCode,ChdDoB,Sex
10/16/2003 0:00:00,B-340,A-343,8/29/2012 0:00:00,F
10/16/2003 0:00:00,B-340,A-346,9/15/2012 0:00:00,M
10/16/2003 0:00:00,B-340,E-606,7/12/2016 0:00:00,F
10/19/2003 0:00:00,B-069,B-184,9/27/2010 0:00:00,M
10/19/2003 0:00:00,B-069,A-763,9/22/2011 0:00:00,M
10/19/2003 0:00:00,B-069,C-133,8/13/2012 0:00:00,F
10/19/2003 0:00:00,B-069,C-186,9/6/2014 0:00:00,M
10/22/2003 0:00:00,B-339,D-851,9/1/2010 0:00:00,F
10/22/2003 0:00:00,B-339,C-119,8/13/2011 0:00:00,M
10/22/2003 0:00:00,B-339,E-836,8/25/2011 0:00:00,F
10/22/2003 0:00:00,B-339,B-666,8/25/2011 0:00:00,M
10/22/2003 0:00:00,B-339,C-113,9/4/2011 0:00:00,F
10/22/2003 0:00:00,B-339,B-661,9/15/2011 0:00:00,M
10/22/2003 0:00:00,B-339,E-831,10/11/2011 0:00:00,F
10/22/2003 0:00:00,B-339,A-357,9/14/2012 0:00:00,F
10/22/2003 0:00:00,B-339,B-683,9/26/2012 0:00:00,M
10/22/2003 0:00:00,B-339,B-259,8/25/2013 0:00:00,F
10/22/2003 0:00:00,B-339,B-236,9/29/2013 0:00:00,F
10/22/2003 0:00:00,B-339,B-266,8/14/2014 0:00:00,F
10/22/2003 0:00:00,B-339,E-509,8/6/2018 0:00:00,F
11/4/2003 0:00:00,D-179,E-310,9/20/2011 0:00:00,F
11/4/2003 0:00:00,D-179,D-439,9/30/2011 0:00:00,F
11/4/2003 0:00:00,D-179,C-567,10/7/2011 0:00:00,F
11/4/2003 0:00:00,D-179,C-571,9/3/2012 0:00:00,M
11/4/2003 0:00:00,D-179,E-334,9/18/2012 0:00:00,F
11/4/2003 0:00:00,D-179,A-375,7/27/2013 0:00:00,F
11/4/2003 0:00:00,D-179,D-919,8/22/2013 0:00:00,M
11/4/2003 0:00:00,D-179,E-357,10/13/2013 0:00:00,F
11/4/2003 0:00:00,D-179,C-184,9/30/2014 0:00:00,F
11/4/2003 0:00:00,D-179,C-187,10/3/2014 0:00:00,M
11/4/2003 0:00:00,D-179,C-632,10/6/2014 0:00:00,M
11/4/2003 0:00:00,D-179,A-839,12/15/2014 0:00:00,M
11/4/2003 0:00:00,D-179,E-890,9/20/2015 0:00:00,M
11/4/2003 0:00:00,D-179,D-096,9/29/2015 0:00:00,M
11/4/2003 0:00:00,D-179,E-524,6/11/2018 0:00:00,F
11/4/2003 0:00:00,D-179,E-479,8/18/2018 0:00:00,M
11/12/2003 0:00:00,A-476,C-939,8/31/2008 0:00:00,M
11/12/2003 0:00:00,A-476,C-930,9/22/2008 0:00:00,M
11/12/2003 0:00:00,A-476,D-806,10/13/2008 0:00:00,M
11/12/2003 0:00:00,A-476,D-364,11/30/2008 0:00:00,M
11/12/2003 0:00:00,A-476,C-936,12/2/2008 0:00:00,F
11/12/2003 0:00:00,A-476,E-247,12/26/2008 0:00:00,F
11/12/2003 0:00:00,A-476,B-139,1/2/2009 0:00:00,F
11/12/2003 0:00:00,A-476,E-803,9/6/2009 0:00:00,F
11/12/2003 0:00:00,A-476,E-281,9/27/2009 0:00:00,M
11/12/2003 0:00:00,A-476,C-079,10/5/2009 0:00:00,F
11/12/2003 0:00:00,A-476,A-296,10/17/2009 0:00:00,F
11/12/2003 0:00:00,A-476,B-611,11/1/2009 0:00:00,M
11/12/2003 0:00:00,A-476,C-953,11/4/2009 0:00:00,M
11/12/2003 0:00:00,A-476,C-522,11/6/2009 0:00:00,M
11/12/2003 0:00:00,A-476,A-280,11/17/2009 0:00:00,M
11/12/2003 0:00:00,A-476,A-720,11/30/2009 0:00:00,M
11/12/2003 0:00:00,A-476,E-816,12/4/2009 0:00:00,M
11/12/2003 0:00:00,A-476,D-415,9/10/2010 0:00:00,F
11/12/2003 0:00:00,A-476,B-180,9/18/2010 0:00:00,M
11/12/2003 0:00:00,A-476,C-100,10/16/2010 0:00:00,M
11/12/2003 0:00:00,A-476,E-286,11/3/2010 0:00:00,M
11/12/2003 0:00:00,A-476,C-081,12/1/2010 0:00:00,F
11/12/2003 0:00:00,A-476,D-424,7/10/2011 0:00:00,F
11/12/2003 0:00:00,A-476,A-316,8/9/2011 0:00:00,F
11/12/2003 0:00:00,A-476,C-995,8/17/2011 0:00:00,M
11/12/2003 0:00:00,A-476,A-755,9/4/2011 0:00:00,F
11/12/2003 0:00:00,A-476,B-656,9/24/2011 0:00:00,F
11/12/2003 0:00:00,A-476,D-866,10/3/2011 0:00:00,F
11/12/2003 0:00:00,A-476,B-653,10/7/2011 0:00:00,F
11/12/2003 0:00:00,A-476,C-558,10/10/2011 0:00:00,M
11/12/2003 0:00:00,A-476,A-756,10/17/2011 0:00:00,M
11/12/2003 0:00:00,A-476,B-654,11/28/2011 0:00:00,F
11/12/2003 0:00:00,A-476,B-685,9/13/2012 0:00:00,M
11/12/2003 0:00:00,A-476,D-021,9/25/2012 0:00:00,F
11/12/2003 0:00:00,A-476,E-340,10/8/2012 0:00:00,F
11/12/2003 0:00:00,A-476,B-213,10/29/2012 0:00:00,M
11/12/2003 0:00:00,A-476,C-121,12/7/2012 0:00:00,F
11/12/2003 0:00:00,A-476,C-596,8/13/2013 0:00:00,F
11/12/2003 0:00:00,A-476,C-152,9/10/2013 0:00:00,F
11/12/2003 0:00:00,A-476,B-234,10/11/2013 0:00:00,F
11/12/2003 0:00:00,A-476,D-468,10/22/2013 0:00:00,F
11/12/2003 0:00:00,A-476,B-244,10/30/2013 0:00:00,M
11/12/2003 0:00:00,A-476,C-603,11/3/2013 0:00:00,F
11/18/2003 0:00:00,E-139,D-412,9/28/2010 0:00:00,F
11/18/2003 0:00:00,E-139,D-422,11/2/2010 0:00:00,M
11/18/2003 0:00:00,E-139,C-564,9/12/2011 0:00:00,F
11/18/2003 0:00:00,E-139,C-566,9/20/2011 0:00:00,F
11/18/2003 0:00:00,E-139,A-760,9/24/2011 0:00:00,F
11/18/2003 0:00:00,E-139,A-323,10/17/2011 0:00:00,F
11/18/2003 0:00:00,E-139,A-335,9/17/2012 0:00:00,F
11/18/2003 0:00:00,E-139,E-335,9/23/2012 0:00:00,F
11/18/2003 0:00:00,E-139,E-861,9/24/2012 0:00:00,F
11/18/2003 0:00:00,E-139,C-130,10/1/2012 0:00:00,F
11/18/2003 0:00:00,E-139,A-803,9/24/2013 0:00:00,F
11/18/2003 0:00:00,E-139,D-923,8/10/2014 0:00:00,F
11/18/2003 0:00:00,E-139,A-848,7/8/2015 0:00:00,F
11/18/2003 0:00:00,E-139,B-739,9/20/2015 0:00:00,M
12/3/2003 0:00:00,A-494,C-977,9/16/2010 0:00:00,F
12/3/2003 0:00:00,A-494,E-288,9/25/2010 0:00:00,M
12/3/2003 0:00:00,A-494,A-304,10/14/2010 0:00:00,M
12/3/2003 0:00:00,A-494,E-314,8/16/2011 0:00:00,F
12/3/2003 0:00:00,A-494,D-875,8/17/2011 0:00:00,M
12/3/2003 0:00:00,A-494,A-785,8/21/2012 0:00:00,M
12/3/2003 0:00:00,A-494,D-010,9/28/2012 0:00:00,F
12/3/2003 0:00:00,A-494,D-028,10/13/2012 0:00:00,M
12/3/2003 0:00:00,A-494,D-892,10/17/2012 0:00:00,F
12/3/2003 0:00:00,A-494,A-377,10/1/2013 0:00:00,M
12/3/2003 0:00:00,A-494,E-389,8/27/2014 0:00:00,F
12/3/2003 0:00:00,A-494,A-386,9/9/2014 0:00:00,F
12/3/2003 0:00:00,A-494,D-060,10/6/2014 0:00:00,M
12/3/2003 0:00:00,A-494,E-408,8/18/2015 0:00:00,F
12/3/2003 0:00:00,A-494,D-527,8/20/2015 0:00:00,F
12/3/2003 0:00:00,A-494,A-429,10/8/2015 0:00:00,F
12/4/2003 0:00:00,D-716,C-077,9/23/2009 0:00:00,F
12/4/2003 0:00:00,D-716,C-519,10/26/2009 0:00:00,F
12/4/2003 0:00:00,D-716,C-605,8/5/2013 0:00:00,M
12/4/2003 0:00:00,D-716,A-858,8/29/2015 0:00:00,F
12/4/2003 0:00:00,D-716,C-219,8/31/2016 0:00:00,M
12/6/2003 0:00:00,A-113,A-759,9/17/2011 0:00:00,M
12/7/2003 0:00:00,D-717,D-830,9/23/2009 0:00:00,F
12/7/2003 0:00:00,A-057,D-397,10/19/2009 0:00:00,F
12/7/2003 0:00:00,D-717,E-299,10/28/2010 0:00:00,F
12/7/2003 0:00:00,D-717,D-863,8/13/2011 0:00:00,F
12/7/2003 0:00:00,D-717,D-429,9/5/2011 0:00:00,F
12/7/2003 0:00:00,D-717,D-864,9/8/2011 0:00:00,F
12/7/2003 0:00:00,D-717,E-841,9/14/2011 0:00:00,M
12/7/2003 0:00:00,D-717,E-848,10/18/2011 0:00:00,F
12/7/2003 0:00:00,D-717,C-582,6/13/2012 0:00:00,M
12/7/2003 0:00:00,D-717,D-445,8/16/2012 0:00:00,M
12/7/2003 0:00:00,D-717,D-019,9/6/2012 0:00:00,F
12/7/2003 0:00:00,D-717,A-347,9/25/2012 0:00:00,M
12/7/2003 0:00:00,D-717,C-139,10/3/2012 0:00:00,M
12/7/2003 0:00:00,D-717,C-625,8/16/2014 0:00:00,F
12/7/2003 0:00:00,D-717,A-392,8/19/2014 0:00:00,M
12/14/2003 0:00:00,E-116,C-989,8/31/2010 0:00:00,F
12/14/2003 0:00:00,E-116,D-416,9/15/2010 0:00:00,F
12/14/2003 0:00:00,E-116,D-907,10/1/2013 0:00:00,F
12/18/2003 0:00:00,B-856,C-134,6/17/2012 0:00:00,F
12/18/2003 0:00:00,B-856,C-581,8/8/2012 0:00:00,F
12/18/2003 0:00:00,B-856,C-122,8/18/2012 0:00:00,M
12/18/2003 0:00:00,B-856,D-016,9/3/2012 0:00:00,M
12/18/2003 0:00:00,B-856,B-710,7/26/2013 0:00:00,F
12/18/2003 0:00:00,B-856,A-812,9/6/2013 0:00:00,F
1/2/2004 0:00:00,C-328,E-812,10/1/2009 0:00:00,M
1/2/2004 0:00:00,C-328,D-390,10/12/2009 0:00:00,F
1/2/2004 0:00:00,C-328,C-067,10/21/2009 0:00:00,F
1/2/2004 0:00:00,C-328,A-765,9/21/2011 0:00:00,F
1/16/2004 0:00:00,E-181,C-583,10/24/2012 0:00:00,M
1/22/2004 0:00:00,B-448,C-536,10/2/2010 0:00:00,M
1/22/2004 0:00:00,B-448,D-868,9/30/2011 0:00:00,F
1/22/2004 0:00:00,B-448,D-005,1/14/2012 0:00:00,F
1/22/2004 0:00:00,B-448,D-882,8/26/2012 0:00:00,F
1/22/2004 0:00:00,B-448,D-894,9/8/2012 0:00:00,F
1/22/2004 0:00:00,B-448,B-679,9/10/2012 0:00:00,M
1/22/2004 0:00:00,B-448,C-132,9/23/2012 0:00:00,M
1/22/2004 0:00:00,B-448,B-227,10/21/2012 0:00:00,M
2/10/2004 0:00:00,A-094,C-970,9/29/2010 0:00:00,M
2/10/2004 0:00:00,A-094,D-855,10/5/2010 0:00:00,M
2/10/2004 0:00:00,A-094,E-313,9/4/2011 0:00:00,F
2/10/2004 0:00:00,A-094,D-024,10/3/2012 0:00:00,F
2/10/2004 0:00:00,A-094,D-027,10/11/2012 0:00:00,F
2/10/2004 0:00:00,A-094,B-709,7/11/2013 0:00:00,F
2/10/2004 0:00:00,A-094,B-728,7/18/2014 0:00:00,F
2/10/2004 0:00:00,A-094,E-443,6/22/2018 0:00:00,M
2/14/2004 0:00:00,B-389,B-205,8/17/2011 0:00:00,M
2/14/2004 0:00:00,B-389,C-634,10/1/2014 0:00:00,F
2/14/2004 0:00:00,B-389,D-959,8/7/2015 0:00:00,M
2/14/2004 0:00:00,B-389,E-602,9/14/2017 0:00:00,F
2/15/2004 0:00:00,A-609,C-511,10/27/2009 0:00:00,M
2/15/2004 0:00:00,A-609,C-099,9/12/2010 0:00:00,F
2/15/2004 0:00:00,A-609,A-813,8/25/2013 0:00:00,M
2/15/2004 0:00:00,A-609,E-871,9/17/2013 0:00:00,M
9/30/2004 0:00:00,E-192,D-842,9/20/2010 0:00:00,M
9/30/2004 0:00:00,E-192,C-094,10/4/2010 0:00:00,F
9/30/2004 0:00:00,E-192,D-852,10/25/2010 0:00:00,M
9/30/2004 0:00:00,E-192,B-662,9/14/2011 0:00:00,F
9/30/2004 0:00:00,E-192,B-680,10/1/2012 0:00:00,M
10/5/2004 0:00:00,D-306,A-782,9/11/2012 0:00:00,M
10/6/2004 0:00:00,D-749,D-418,9/26/2010 0:00:00,F
10/6/2004 0:00:00,D-749,B-650,9/2/2011 0:00:00,F
10/6/2004 0:00:00,D-749,B-665,9/14/2011 0:00:00,M
10/6/2004 0:00:00,D-749,E-849,11/7/2011 0:00:00,F
10/6/2004 0:00:00,D-749,C-588,9/7/2012 0:00:00,M
10/6/2004 0:00:00,D-749,C-600,10/4/2013 0:00:00,F
10/6/2004 0:00:00,D-749,E-511,7/28/2018 0:00:00,M
10/21/2004 0:00:00,A-636,C-108,8/5/2011 0:00:00,F
10/21/2004 0:00:00,A-636,A-754,8/13/2011 0:00:00,F
10/21/2004 0:00:00,A-636,B-215,6/26/2012 0:00:00,M
10/21/2004 0:00:00,A-636,D-884,7/30/2012 0:00:00,M
10/21/2004 0:00:00,A-636,B-212,9/3/2012 0:00:00,M
10/21/2004 0:00:00,A-636,D-026,9/17/2012 0:00:00,F
10/21/2004 0:00:00,A-636,A-776,10/14/2012 0:00:00,F
10/21/2004 0:00:00,A-636,C-591,8/17/2013 0:00:00,M
10/21/2004 0:00:00,A-636,D-048,8/27/2013 0:00:00,F
10/21/2004 0:00:00,A-636,B-247,10/23/2013 0:00:00,M
10/21/2004 0:00:00,A-636,D-487,8/12/2014 0:00:00,M
10/26/2004 0:00:00,A-630,C-123,9/9/2012 0:00:00,M
10/26/2004 0:00:00,A-630,C-128,9/24/2012 0:00:00,M
10/26/2004 0:00:00,A-630,A-333,10/16/2012 0:00:00,F
10/26/2004 0:00:00,A-630,A-373,8/13/2013 0:00:00,M
10/26/2004 0:00:00,A-630,E-359,8/26/2013 0:00:00,M
10/26/2004 0:00:00,A-630,E-355,9/7/2013 0:00:00,F
10/26/2004 0:00:00,A-630,A-376,9/15/2013 0:00:00,F
10/26/2004 0:00:00,A-630,A-371,9/20/2013 0:00:00,F
10/26/2004 0:00:00,A-630,E-361,9/25/2013 0:00:00,F
10/26/2004 0:00:00,A-630,E-360,10/9/2013 0:00:00,M
10/26/2004 0:00:00,A-630,B-734,8/12/2014 0:00:00,F
10/26/2004 0:00:00,A-630,B-733,8/15/2014 0:00:00,F
10/26/2004 0:00:00,A-630,B-272,8/17/2014 0:00:00,F
10/30/2004 0:00:00,D-180,E-289,9/16/2010 0:00:00,F
10/30/2004 0:00:00,D-180,E-338,8/6/2012 0:00:00,F
10/30/2004 0:00:00,D-180,B-686,8/15/2012 0:00:00,F
10/30/2004 0:00:00,D-180,A-363,7/30/2013 0:00:00,M
10/30/2004 0:00:00,D-180,C-158,9/14/2013 0:00:00,M
10/30/2004 0:00:00,D-180,D-935,7/9/2014 0:00:00,M
10/30/2004 0:00:00,D-180,D-052,7/29/2014 0:00:00,M
10/30/2004 0:00:00,D-180,C-207,8/31/2015 0:00:00,M
10/30/2004 0:00:00,D-180,C-212,9/28/2015 0:00:00,F
10/30/2004 0:00:00,D-180,E-929,11/7/2016 0:00:00,F
10/30/2004 0:00:00,D-180,B-769,7/8/2017 0:00:00,M
11/1/2004 0:00:00,E-140,E-824,10/20/2010 0:00:00,M
11/1/2004 0:00:00,E-140,C-997,8/21/2011 0:00:00,F
11/1/2004 0:00:00,E-140,B-194,10/3/2011 0:00:00,M
11/1/2004 0:00:00,E-140,C-105,10/24/2011 0:00:00,F
11/1/2004 0:00:00,E-140,B-673,8/5/2012 0:00:00,F
11/1/2004 0:00:00,E-140,D-883,8/23/2012 0:00:00,F
11/1/2004 0:00:00,E-140,C-585,9/11/2012 0:00:00,F
11/1/2004 0:00:00,E-140,A-777,10/8/2012 0:00:00,F
11/1/2004 0:00:00,E-140,E-854,1/1/2013 0:00:00,M
11/1/2004 0:00:00,E-140,D-465,8/5/2013 0:00:00,M
11/1/2004 0:00:00,E-140,D-470,8/20/2013 0:00:00,F
11/1/2004 0:00:00,E-140,C-183,7/13/2014 0:00:00,M
11/1/2004 0:00:00,E-140,D-929,8/18/2014 0:00:00,M
11/1/2004 0:00:00,E-140,B-309,8/26/2015 0:00:00,M
11/7/2004 0:00:00,B-535,C-979,10/2/2010 0:00:00,F
11/7/2004 0:00:00,B-535,D-858,10/6/2010 0:00:00,F
11/7/2004 0:00:00,B-535,C-109,8/9/2011 0:00:00,M
11/7/2004 0:00:00,A-641,D-443,9/1/2011 0:00:00,F
11/7/2004 0:00:00,B-535,D-000,9/12/2011 0:00:00,M
11/7/2004 0:00:00,B-535,B-195,10/4/2011 0:00:00,M
11/7/2004 0:00:00,B-535,B-659,10/6/2011 0:00:00,M
11/7/2004 0:00:00,B-535,B-192,11/14/2011 0:00:00,F
11/7/2004 0:00:00,B-535,A-349,8/25/2012 0:00:00,M
11/7/2004 0:00:00,B-535,D-454,9/3/2012 0:00:00,M
11/7/2004 0:00:00,B-535,D-458,9/7/2012 0:00:00,F
11/7/2004 0:00:00,B-535,A-340,9/10/2012 0:00:00,M
11/7/2004 0:00:00,A-641,D-463,9/22/2012 0:00:00,F
11/7/2004 0:00:00,B-535,B-222,9/25/2012 0:00:00,M
11/7/2004 0:00:00,B-535,D-460,10/27/2012 0:00:00,M
11/7/2004 0:00:00,B-535,C-604,7/24/2013 0:00:00,M
11/7/2004 0:00:00,B-535,E-351,8/23/2013 0:00:00,M
11/7/2004 0:00:00,B-535,B-243,8/26/2013 0:00:00,M
11/7/2004 0:00:00,B-535,B-695,9/1/2013 0:00:00,M
11/7/2004 0:00:00,B-535,C-151,9/22/2013 0:00:00,F
11/7/2004 0:00:00,B-535,D-501,9/4/2014 0:00:00,M
11/7/2004 0:00:00,B-535,A-834,9/19/2014 0:00:00,M
11/7/2004 0:00:00,B-535,E-960,7/3/2016 0:00:00,F
11/7/2004 0:00:00,B-535,E-924,8/14/2016 0:00:00,F
11/8/2004 0:00:00,D-747,C-082,10/6/2010 0:00:00,F
11/8/2004 0:00:00,D-747,C-532,10/8/2010 0:00:00,F
11/8/2004 0:00:00,D-747,A-742,10/15/2010 0:00:00,F
11/8/2004 0:00:00,D-747,A-745,10/24/2010 0:00:00,F
11/8/2004 0:00:00,D-747,D-408,11/29/2010 0:00:00,M
11/8/2004 0:00:00,D-747,E-318,8/11/2011 0:00:00,F
11/8/2004 0:00:00,D-747,E-317,8/22/2011 0:00:00,F
11/8/2004 0:00:00,D-747,B-207,9/9/2011 0:00:00,F
11/8/2004 0:00:00,D-747,B-667,9/13/2011 0:00:00,F
11/8/2004 0:00:00,D-747,D-001,10/14/2011 0:00:00,M
11/8/2004 0:00:00,D-747,D-442,10/22/2011 0:00:00,F
11/8/2004 0:00:00,D-747,D-869,10/24/2011 0:00:00,M
11/8/2004 0:00:00,D-747,E-322,2/6/2012 0:00:00,M
11/8/2004 0:00:00,D-747,C-573,8/31/2012 0:00:00,M
11/8/2004 0:00:00,D-747,D-014,10/8/2012 0:00:00,F
11/8/2004 0:00:00,D-747,A-332,10/11/2012 0:00:00,F
11/8/2004 0:00:00,D-747,D-035,7/20/2013 0:00:00,M
11/8/2004 0:00:00,D-747,D-034,8/26/2013 0:00:00,F
11/8/2004 0:00:00,D-747,B-711,9/6/2013 0:00:00,F
11/8/2004 0:00:00,D-747,D-073,8/18/2014 0:00:00,F
11/8/2004 0:00:00,D-747,D-072,8/25/2014 0:00:00,M
11/8/2004 0:00:00,D-747,C-631,9/3/2014 0:00:00,M
11/8/2004 0:00:00,D-747,C-189,9/6/2014 0:00:00,F
11/8/2004 0:00:00,D-747,C-181,9/8/2014 0:00:00,M
11/8/2004 0:00:00,D-747,C-630,9/20/2014 0:00:00,M
11/8/2004 0:00:00,D-747,C-185,9/26/2014 0:00:00,M
11/8/2004 0:00:00,D-747,B-735,9/27/2014 0:00:00,M
11/8/2004 0:00:00,D-747,B-767,8/30/2015 0:00:00,F
11/8/2004 0:00:00,D-747,D-955,9/20/2015 0:00:00,M
11/8/2004 0:00:00,D-747,D-523,10/9/2015 0:00:00,M
11/13/2004 0:00:00,C-765,E-283,10/28/2010 0:00:00,F
11/13/2004 0:00:00,C-765,E-845,8/30/2011 0:00:00,U
11/13/2004 0:00:00,C-765,E-835,9/4/2011 0:00:00,M
11/14/2004 0:00:00,D-237,B-642,9/12/2010 0:00:00,M
11/14/2004 0:00:00,D-237,E-290,9/25/2010 0:00:00,M
11/14/2004 0:00:00,D-237,C-539,11/4/2010 0:00:00,F
11/14/2004 0:00:00,D-237,D-434,9/12/2011 0:00:00,F
11/14/2004 0:00:00,D-237,A-358,9/21/2012 0:00:00,F
11/14/2004 0:00:00,D-237,A-353,9/24/2012 0:00:00,F
11/14/2004 0:00:00,D-237,E-344,8/9/2013 0:00:00,F
11/14/2004 0:00:00,D-237,E-343,8/13/2013 0:00:00,F
11/14/2004 0:00:00,D-200,B-240,8/19/2013 0:00:00,M
11/14/2004 0:00:00,D-237,B-700,8/24/2013 0:00:00,M
11/14/2004 0:00:00,D-200,A-800,9/5/2013 0:00:00,M
11/14/2004 0:00:00,D-237,E-350,9/24/2013 0:00:00,M
11/14/2004 0:00:00,D-237,D-049,10/9/2013 0:00:00,M
11/14/2004 0:00:00,D-237,B-239,11/23/2013 0:00:00,M
11/14/2004 0:00:00,D-237,A-825,7/23/2014 0:00:00,M
11/14/2004 0:00:00,D-200,D-492,8/12/2014 0:00:00,F
11/14/2004 0:00:00,D-237,A-388,8/13/2014 0:00:00,F
11/14/2004 0:00:00,D-237,C-611,8/16/2014 0:00:00,M
11/14/2004 0:00:00,D-237,D-057,8/29/2014 0:00:00,M
11/14/2004 0:00:00,D-237,D-485,9/19/2014 0:00:00,F
11/14/2004 0:00:00,D-237,E-367,9/21/2014 0:00:00,F
11/14/2004 0:00:00,D-237,D-934,10/9/2014 0:00:00,F
11/14/2004 0:00:00,D-237,C-169,10/22/2014 0:00:00,M
11/14/2004 0:00:00,D-237,B-762,7/15/2015 0:00:00,M
11/14/2004 0:00:00,D-237,D-960,7/24/2015 0:00:00,F
11/14/2004 0:00:00,D-237,D-529,8/29/2015 0:00:00,F
11/14/2004 0:00:00,D-237,C-196,10/8/2015 0:00:00,F
11/14/2004 0:00:00,D-237,D-515,10/23/2015 0:00:00,M
11/14/2004 0:00:00,D-237,E-954,9/28/2016 0:00:00,M
11/15/2004 0:00:00,C-878,D-414,9/1/2010 0:00:00,F
11/15/2004 0:00:00,C-878,E-316,9/3/2011 0:00:00,F
11/15/2004 0:00:00,C-878,D-440,9/5/2011 0:00:00,F
11/15/2004 0:00:00,C-878,B-203,9/17/2011 0:00:00,M
11/15/2004 0:00:00,C-878,C-575,9/1/2012 0:00:00,M
11/15/2004 0:00:00,C-878,A-338,9/6/2012 0:00:00,M
11/15/2004 0:00:00,C-878,C-574,9/11/2012 0:00:00,F
11/15/2004 0:00:00,C-878,D-898,9/24/2012 0:00:00,F
11/16/2004 0:00:00,E-185,B-193,9/17/2011 0:00:00,F
11/16/2004 0:00:00,E-185,D-004,9/18/2011 0:00:00,F
11/16/2004 0:00:00,E-185,E-866,9/12/2012 0:00:00,M
11/20/2004 0:00:00,E-118,A-361,8/7/2013 0:00:00,M
11/20/2004 0:00:00,E-118,E-345,9/9/2013 0:00:00,F
11/20/2004 0:00:00,E-118,D-078,8/18/2014 0:00:00,F
11/20/2004 0:00:00,E-118,D-941,8/20/2014 0:00:00,F
11/20/2004 0:00:00,E-118,C-651,8/23/2015 0:00:00,M
11/21/2004 0:00:00,E-162,D-902,9/6/2013 0:00:00,M
11/22/2004 0:00:00,B-980,E-298,9/26/2010 0:00:00,M
11/22/2004 0:00:00,B-980,B-177,10/28/2010 0:00:00,M
11/22/2004 0:00:00,B-980,D-441,9/5/2011 0:00:00,F
11/22/2004 0:00:00,B-980,A-767,9/10/2011 0:00:00,M
11/22/2004 0:00:00,B-980,D-007,9/19/2011 0:00:00,M
11/22/2004 0:00:00,B-980,D-870,9/20/2011 0:00:00,F
11/22/2004 0:00:00,B-980,E-309,9/22/2011 0:00:00,F
11/22/2004 0:00:00,B-980,B-206,9/29/2011 0:00:00,M
11/22/2004 0:00:00,B-980,D-871,10/4/2011 0:00:00,F
11/22/2004 0:00:00,B-980,A-339,9/8/2012 0:00:00,M
11/22/2004 0:00:00,B-980,D-011,9/21/2012 0:00:00,F
11/22/2004 0:00:00,B-980,A-331,10/7/2012 0:00:00,M
11/22/2004 0:00:00,B-980,A-792,10/8/2012 0:00:00,F
11/22/2004 0:00:00,B-980,A-404,7/27/2015 0:00:00,F
11/22/2004 0:00:00,B-980,A-403,8/15/2015 0:00:00,M
11/28/2004 0:00:00,A-208,B-635,10/6/2010 0:00:00,M
11/28/2004 0:00:00,A-208,D-874,8/11/2011 0:00:00,F
11/28/2004 0:00:00,A-208,D-006,8/13/2011 0:00:00,F
11/28/2004 0:00:00,A-208,B-202,9/21/2011 0:00:00,M
11/28/2004 0:00:00,A-208,A-337,9/6/2012 0:00:00,M
11/28/2004 0:00:00,A-208,D-462,9/8/2012 0:00:00,M
11/28/2004 0:00:00,A-208,D-893,9/22/2012 0:00:00,F
11/28/2004 0:00:00,A-208,E-346,7/3/2013 0:00:00,F
11/28/2004 0:00:00,A-208,C-607,8/16/2013 0:00:00,F
11/28/2004 0:00:00,A-208,D-038,8/21/2013 0:00:00,F
11/28/2004 0:00:00,A-208,A-819,9/6/2013 0:00:00,F
11/28/2004 0:00:00,A-208,D-480,10/4/2013 0:00:00,M
11/28/2004 0:00:00,A-208,E-347,10/21/2013 0:00:00,M
11/28/2004 0:00:00,A-208,D-037,10/25/2013 0:00:00,M
11/28/2004 0:00:00,A-208,A-382,7/7/2014 0:00:00,M
11/28/2004 0:00:00,A-208,E-370,7/28/2014 0:00:00,M
11/28/2004 0:00:00,A-208,A-394,8/11/2014 0:00:00,F
11/28/2004 0:00:00,A-208,D-069,8/17/2014 0:00:00,F
11/28/2004 0:00:00,A-208,D-946,8/19/2014 0:00:00,F
11/28/2004 0:00:00,A-208,D-067,9/21/2014 0:00:00,M
11/28/2004 0:00:00,A-208,C-624,10/14/2014 0:00:00,F
11/28/2004 0:00:00,A-208,D-519,6/24/2015 0:00:00,M
11/28/2004 0:00:00,A-208,D-083,7/24/2015 0:00:00,F
11/28/2004 0:00:00,A-208,A-864,9/18/2015 0:00:00,F
11/28/2004 0:00:00,A-208,E-411,10/20/2015 0:00:00,F
11/28/2004 0:00:00,A-208,A-401,11/27/2015 0:00:00,F
11/29/2004 0:00:00,E-077,C-978,10/17/2010 0:00:00,F
11/29/2004 0:00:00,E-077,E-291,10/24/2010 0:00:00,M
11/29/2004 0:00:00,E-077,B-200,9/12/2011 0:00:00,M
11/29/2004 0:00:00,E-077,E-865,8/13/2012 0:00:00,M
11/29/2004 0:00:00,E-077,B-671,8/21/2012 0:00:00,F
11/29/2004 0:00:00,E-077,B-223,8/25/2012 0:00:00,M
11/29/2004 0:00:00,E-077,D-457,8/27/2012 0:00:00,F
11/29/2004 0:00:00,E-077,A-778,8/29/2012 0:00:00,M
11/29/2004 0:00:00,E-077,D-885,9/5/2012 0:00:00,M
11/29/2004 0:00:00,E-077,A-342,9/11/2012 0:00:00,F
11/29/2004 0:00:00,E-077,B-220,9/13/2012 0:00:00,F
11/29/2004 0:00:00,E-077,B-669,9/24/2012 0:00:00,F
11/29/2004 0:00:00,E-077,C-595,8/8/2013 0:00:00,F
11/29/2004 0:00:00,E-077,D-901,8/21/2013 0:00:00,M
